15.73, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

15.84, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

15.94, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

16.04, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

16.15, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

16.25, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

16.35, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

16.45, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

16.56, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

16.66, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

16.76, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

16.87, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

16.97, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

17.07, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

17.18, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

17.28, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

17.38, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

17.48, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

17.59, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

17.69, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

17.79, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

17.90, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

18.00, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

18.10, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

18.21, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

18.31, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

18.41, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

18.51, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

18.62, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

18.72, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

18.82, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

18.93, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

19.03, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

19.13, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

19.24, -0.01, -0.01, -0.02, -0.89, -1.85, -1.73

